buying,maint,doors,persons,lug_boot,safety,class
2,3,2,2,1,0,unacc
2,3,2,2,0,1,unacc
2,3,2,2,0,2,unacc
2,3,2,2,0,0,unacc
2,3,2,4,2,1,unacc
2,3,2,4,2,2,unacc
2,3,2,4,2,0,acc
2,3,2,4,1,1,unacc
2,3,2,4,1,2,unacc
2,3,2,4,1,0,acc
2,3,2,4,0,1,unacc
2,3,2,4,0,2,acc
2,3,2,4,0,0,acc
2,3,2,more,2,1,unacc
2,3,2,more,2,2,unacc
2,3,2,more,2,0,unacc
2,3,2,more,1,1,unacc
2,3,2,more,1,2,unacc
2,3,2,more,1,0,acc
2,3,2,more,0,1,unacc
2,3,2,more,0,2,acc
2,3,2,more,0,0,acc
2,3,3,2,2,1,unacc
2,3,3,2,2,2,unacc
2,3,3,2,2,0,unacc
2,3,3,2,1,1,unacc
2,3,3,2,1,2,unacc
2,3,3,2,1,0,unacc
2,3,3,2,0,1,unacc
2,3,3,2,0,2,unacc
2,3,3,2,0,0,unacc
2,3,3,4,2,1,unacc
2,3,3,4,2,2,unacc
2,3,3,4,2,0,acc
2,3,3,4,1,1,unacc
2,3,3,4,1,2,unacc
2,3,3,4,1,0,acc
2,3,3,4,0,1,unacc
2,3,3,4,0,2,acc
2,3,3,4,0,0,acc
2,3,3,more,2,1,unacc
2,3,3,more,2,2,unacc
2,3,3,more,2,0,acc
2,3,3,more,1,1,unacc
2,3,3,more,1,2,acc
2,3,3,more,1,0,acc
2,3,3,more,0,1,unacc
2,3,3,more,0,2,acc
2,3,3,more,0,0,acc
2,3,4,2,2,1,unacc
2,3,4,2,2,2,unacc
2,3,4,2,2,0,unacc
2,3,4,2,1,1,unacc
2,3,4,2,1,2,unacc
2,3,4,2,1,0,unacc
2,3,4,2,0,1,unacc
2,3,4,2,0,2,unacc
2,3,4,2,0,0,unacc
2,3,4,4,2,1,unacc
2,3,4,4,2,2,unacc
2,3,4,4,2,0,acc
2,3,4,4,1,1,unacc
2,3,4,4,1,2,acc
2,3,4,4,1,0,acc
2,3,4,4,0,1,unacc
2,3,4,4,0,2,acc
2,3,4,4,0,0,acc
2,3,4,more,2,1,unacc
2,3,4,more,2,2,unacc
2,3,4,more,2,0,acc
2,3,4,more,1,1,unacc
2,3,4,more,1,2,acc
2,3,4,more,1,0,acc
2,3,4,more,0,1,unacc
2,3,4,more,0,2,acc
2,3,4,more,0,0,acc
2,3,5more,2,2,1,unacc
2,3,5more,2,2,2,unacc
2,3,5more,2,2,0,unacc
2,3,5more,2,1,1,unacc
2,3,5more,2,1,2,unacc
2,3,5more,2,1,0,unacc
2,3,5more,2,0,1,unacc
2,3,5more,2,0,2,unacc
2,3,5more,2,0,0,unacc
2,3,5more,4,2,1,unacc
2,3,5more,4,2,2,unacc
2,3,5more,4,2,0,acc
2,3,5more,4,1,1,unacc
2,3,5more,4,1,2,acc
2,3,5more,4,1,0,acc
2,3,5more,4,0,1,unacc
2,3,5more,4,0,2,acc
2,3,5more,4,0,0,acc
2,3,5more,more,2,1,unacc
2,3,5more,more,2,2,unacc
2,3,5more,more,2,0,acc
2,3,5more,more,1,1,unacc
2,3,5more,more,1,2,acc
2,3,5more,more,1,0,acc
2,3,5more,more,0,1,unacc
2,3,5more,more,0,2,acc
2,3,5more,more,0,0,acc
2,0,2,2,2,1,unacc
2,0,2,2,2,2,unacc
2,0,2,2,2,0,unacc
2,0,2,2,1,1,unacc
2,0,2,2,1,2,unacc
2,0,2,2,1,0,unacc
2,0,2,2,0,1,unacc
2,0,2,2,0,2,unacc
2,0,2,2,0,0,unacc
2,0,2,4,2,1,unacc
2,0,2,4,2,2,unacc
2,0,2,4,2,0,acc
2,0,2,4,1,1,unacc
2,0,2,4,1,2,unacc
2,0,2,4,1,0,acc
2,0,2,4,0,1,unacc
2,0,2,4,0,2,acc
2,0,2,4,0,0,acc
2,0,2,more,2,1,unacc
2,0,2,more,2,2,unacc
2,0,2,more,2,0,unacc
2,0,2,more,1,1,unacc
2,0,2,more,1,2,unacc
2,0,2,more,1,0,acc
2,0,2,more,0,1,unacc
2,0,2,more,0,2,acc
2,0,2,more,0,0,acc
2,0,3,2,2,1,unacc
2,0,3,2,2,2,unacc
2,0,3,2,2,0,unacc
2,0,3,2,1,1,unacc
2,0,3,2,1,2,unacc
2,0,3,2,1,0,unacc
2,0,3,2,0,1,unacc
2,0,3,2,0,2,unacc
2,0,3,2,0,0,unacc
2,0,3,4,2,1,unacc
2,0,3,4,2,2,unacc
2,0,3,4,2,0,acc
2,0,3,4,1,1,unacc
2,0,3,4,1,2,unacc
2,0,3,4,1,0,acc
2,0,3,4,0,1,unacc
2,0,3,4,0,2,acc
2,0,3,4,0,0,acc
2,0,3,more,2,1,unacc
2,0,3,more,2,2,unacc
2,0,3,more,2,0,acc
2,0,3,more,1,1,unacc
2,0,3,more,1,2,acc
2,0,3,more,1,0,acc
2,0,3,more,0,1,unacc
2,0,3,more,0,2,acc
2,0,3,more,0,0,acc
2,0,4,2,2,1,unacc
2,0,4,2,2,2,unacc
2,0,4,2,2,0,unacc
2,0,4,2,1,1,unacc
2,0,4,2,1,2,unacc
2,0,4,2,1,0,unacc
2,0,4,2,0,1,unacc
2,0,4,2,0,2,unacc
2,0,4,2,0,0,unacc
2,0,4,4,2,1,unacc
2,0,4,4,2,2,unacc
2,0,4,4,2,0,acc
2,0,4,4,1,1,unacc
2,0,4,4,1,2,acc
2,0,4,4,1,0,acc
2,0,4,4,0,1,unacc
2,0,4,4,0,2,acc
2,0,4,4,0,0,acc
2,0,4,more,2,1,unacc
2,0,4,more,2,2,unacc
2,0,4,more,2,0,acc
2,0,4,more,1,1,unacc
2,0,4,more,1,2,acc
2,0,4,more,1,0,acc
2,0,4,more,0,1,unacc
2,0,4,more,0,2,acc
2,0,4,more,0,0,acc
2,0,5more,2,2,1,unacc
2,0,5more,2,2,2,unacc
2,0,5more,2,2,0,unacc
2,0,5more,2,1,1,unacc
2,0,5more,2,1,2,unacc
2,0,5more,2,1,0,unacc
2,0,5more,2,0,1,unacc
2,0,5more,2,0,2,unacc
2,0,5more,2,0,0,unacc
2,0,5more,4,2,1,unacc
2,0,5more,4,2,2,unacc
2,0,5more,4,2,0,acc
2,0,5more,4,1,1,unacc
2,0,5more,4,1,2,acc
2,0,5more,4,1,0,acc
2,0,5more,4,0,1,unacc
2,0,5more,4,0,2,acc
2,0,5more,4,0,0,acc
2,0,5more,more,2,1,unacc
2,0,5more,more,2,2,unacc
2,0,5more,more,2,0,acc
2,0,5more,more,1,1,unacc
2,0,5more,more,1,2,acc
2,0,5more,more,1,0,acc
2,0,5more,more,0,1,unacc
2,0,5more,more,0,2,acc
2,0,5more,more,0,0,acc
2,2,2,2,2,1,unacc
2,2,2,2,2,2,unacc
2,2,2,2,2,0,unacc
2,2,2,2,1,1,unacc
2,2,2,2,1,2,unacc
2,2,2,2,1,0,unacc
2,2,2,2,0,1,unacc
2,2,2,2,0,2,unacc
2,2,2,2,0,0,unacc
2,2,2,4,2,1,unacc
2,2,2,4,2,2,acc
2,2,2,4,2,0,acc
2,2,2,4,1,1,unacc
2,2,2,4,1,2,acc
2,2,2,4,1,0,acc
2,2,2,4,0,1,unacc
2,2,2,4,0,2,acc
2,2,2,4,0,0,vgood
2,2,2,more,2,1,unacc
2,2,2,more,2,2,unacc
2,2,2,more,2,0,unacc
2,2,2,more,1,1,unacc
2,2,2,more,1,2,acc
2,2,2,more,1,0,acc
2,2,2,more,0,1,unacc
2,2,2,more,0,2,acc
2,2,2,more,0,0,vgood
2,2,3,2,2,1,unacc
2,2,3,2,2,2,unacc
2,2,3,2,2,0,unacc
2,2,3,2,1,1,unacc
2,2,3,2,1,2,unacc
2,2,3,2,1,0,unacc
2,2,3,2,0,1,unacc
2,2,3,2,0,2,unacc
2,2,3,2,0,0,unacc
2,2,3,4,2,1,unacc
2,2,3,4,2,2,acc
2,2,3,4,2,0,acc
2,2,3,4,1,1,unacc
2,2,3,4,1,2,acc
2,2,3,4,1,0,acc
2,2,3,4,0,1,unacc
2,2,3,4,0,2,acc
2,2,3,4,0,0,vgood
2,2,3,more,2,1,unacc
2,2,3,more,2,2,acc
2,2,3,more,2,0,acc
2,2,3,more,1,1,unacc
2,2,3,more,1,2,acc
2,2,3,more,1,0,vgood
2,2,3,more,0,1,unacc
2,2,3,more,0,2,acc
2,2,3,more,0,0,vgood
2,2,4,2,2,1,unacc
2,2,4,2,2,2,unacc
2,2,4,2,2,0,unacc
2,2,4,2,1,1,unacc
2,2,4,2,1,2,unacc
2,2,4,2,1,0,unacc
2,2,4,2,0,1,unacc
2,2,4,2,0,2,unacc
2,2,4,2,0,0,unacc
2,2,4,4,2,1,unacc
2,2,4,4,2,2,acc
2,2,4,4,2,0,acc
2,2,4,4,1,1,unacc
2,2,4,4,1,2,acc
2,2,4,4,1,0,vgood
2,2,4,4,0,1,unacc
2,2,4,4,0,2,acc
2,2,4,4,0,0,vgood
2,2,4,more,2,1,unacc
2,2,4,more,2,2,acc
2,2,4,more,2,0,acc
2,2,4,more,1,1,unacc
2,2,4,more,1,2,acc
2,2,4,more,1,0,vgood
2,2,4,more,0,1,unacc
2,2,4,more,0,2,acc
2,2,4,more,0,0,vgood
2,2,5more,2,2,1,unacc
2,2,5more,2,2,2,unacc
2,2,5more,2,2,0,unacc
2,2,5more,2,1,1,unacc
2,2,5more,2,1,2,unacc
2,2,5more,2,1,0,unacc
2,2,5more,2,0,1,unacc
2,2,5more,2,0,2,unacc
2,2,5more,2,0,0,unacc
2,2,5more,4,2,1,unacc
2,2,5more,4,2,2,acc
2,2,5more,4,2,0,acc
2,2,5more,4,1,1,unacc
2,2,5more,4,1,2,acc
2,2,5more,4,1,0,vgood
2,2,5more,4,0,1,unacc
2,2,5more,4,0,2,acc
2,2,5more,4,0,0,vgood
2,2,5more,more,2,1,unacc
2,2,5more,more,2,2,acc
2,2,5more,more,2,0,acc
2,2,5more,more,1,1,unacc
2,2,5more,more,1,2,acc
2,2,5more,more,1,0,vgood
2,2,5more,more,0,1,unacc
2,2,5more,more,0,2,acc
2,2,5more,more,0,0,vgood
2,1,2,2,2,1,unacc
2,1,2,2,2,2,unacc
2,1,2,2,2,0,unacc
2,1,2,2,1,1,unacc
2,1,2,2,1,2,unacc
2,1,2,2,1,0,unacc
2,1,2,2,0,1,unacc
2,1,2,2,0,2,unacc
2,1,2,2,0,0,unacc
2,1,2,4,2,1,unacc
2,1,2,4,2,2,acc
2,1,2,4,2,0,good
2,1,2,4,1,1,unacc
2,1,2,4,1,2,acc
2,1,2,4,1,0,good
2,1,2,4,0,1,unacc
2,1,2,4,0,2,good
2,1,2,4,0,0,vgood
2,1,2,more,2,1,unacc
2,1,2,more,2,2,unacc
2,1,2,more,2,0,unacc
2,1,2,more,1,1,unacc
2,1,2,more,1,2,acc
2,1,2,more,1,0,good
2,1,2,more,0,1,unacc
2,1,2,more,0,2,good
2,1,2,more,0,0,vgood
2,1,3,2,2,1,unacc
2,1,3,2,2,2,unacc
2,1,3,2,2,0,unacc
2,1,3,2,1,1,unacc
2,1,3,2,1,2,unacc
2,1,3,2,1,0,unacc
2,1,3,2,0,1,unacc
2,1,3,2,0,2,unacc
2,1,3,2,0,0,unacc
2,1,3,4,2,1,unacc
2,1,3,4,2,2,acc
2,1,3,4,2,0,good
2,1,3,4,1,1,unacc
2,1,3,4,1,2,acc
2,1,3,4,1,0,good
2,1,3,4,0,1,unacc
2,1,3,4,0,2,good
2,1,3,4,0,0,vgood
2,1,3,more,2,1,unacc
2,1,3,more,2,2,acc
2,1,3,more,2,0,good
2,1,3,more,1,1,unacc
2,1,3,more,1,2,good
2,1,3,more,1,0,vgood
2,1,3,more,0,1,unacc
2,1,3,more,0,2,good
2,1,3,more,0,0,vgood
2,1,4,2,2,1,unacc
2,1,4,2,2,2,unacc
2,1,4,2,2,0,unacc
2,1,4,2,1,1,unacc
2,1,4,2,1,2,unacc
2,1,4,2,1,0,unacc
2,1,4,2,0,1,unacc
2,1,4,2,0,2,unacc
2,1,4,2,0,0,unacc
2,1,4,4,2,1,unacc
2,1,4,4,2,2,acc
2,1,4,4,2,0,good
2,1,4,4,1,1,unacc
2,1,4,4,1,2,good
2,1,4,4,1,0,vgood
2,1,4,4,0,1,unacc
2,1,4,4,0,2,good
2,1,4,4,0,0,vgood
2,1,4,more,2,1,unacc
2,1,4,more,2,2,acc
2,1,4,more,2,0,good
2,1,4,more,1,1,unacc
2,1,4,more,1,2,good
2,1,4,more,1,0,vgood
2,1,4,more,0,1,unacc
2,1,4,more,0,2,good
2,1,4,more,0,0,vgood
2,1,5more,2,2,1,unacc
2,1,5more,2,2,2,unacc
2,1,5more,2,2,0,unacc
2,1,5more,2,1,1,unacc
2,1,5more,2,1,2,unacc
2,1,5more,2,1,0,unacc
2,1,5more,2,0,1,unacc
2,1,5more,2,0,2,unacc
2,1,5more,2,0,0,unacc
2,1,5more,4,2,1,unacc
2,1,5more,4,2,2,acc
2,1,5more,4,2,0,good
2,1,5more,4,1,1,unacc
2,1,5more,4,1,2,good
2,1,5more,4,1,0,vgood
2,1,5more,4,0,1,unacc
2,1,5more,4,0,2,good
2,1,5more,4,0,0,vgood
2,1,5more,more,2,1,unacc
2,1,5more,more,2,2,acc
2,1,5more,more,2,0,good
2,1,5more,more,1,1,unacc
2,1,5more,more,1,2,good
2,1,5more,more,1,0,vgood
2,1,5more,more,0,1,unacc
2,1,5more,more,0,2,good
2,1,5more,more,0,0,vgood
1,3,2,2,2,1,unacc
1,3,2,2,2,2,unacc
1,3,2,2,2,0,unacc
1,3,2,2,1,1,unacc
1,3,2,2,1,2,unacc
1,3,2,2,1,0,unacc
1,3,2,2,0,1,unacc
1,3,2,2,0,2,unacc
1,3,2,2,0,0,unacc
1,3,2,4,2,1,unacc
1,3,2,4,2,2,unacc
1,3,2,4,2,0,acc
1,3,2,4,1,1,unacc
1,3,2,4,1,2,unacc
1,3,2,4,1,0,acc
1,3,2,4,0,1,unacc
1,3,2,4,0,2,acc
1,3,2,4,0,0,acc
1,3,2,more,2,1,unacc
1,3,2,more,2,2,unacc
1,3,2,more,2,0,unacc
1,3,2,more,1,1,unacc
1,3,2,more,1,2,unacc
1,3,2,more,1,0,acc
1,3,2,more,0,1,unacc
1,3,2,more,0,2,acc
1,3,2,more,0,0,acc
1,3,3,2,2,1,unacc
1,3,3,2,2,2,unacc
1,3,3,2,2,0,unacc
1,3,3,2,1,1,unacc
1,3,3,2,1,2,unacc
1,3,3,2,1,0,unacc
1,3,3,2,0,1,unacc
1,3,3,2,0,2,unacc
1,3,3,2,0,0,unacc
1,3,3,4,2,1,unacc
1,3,3,4,2,2,unacc
1,3,3,4,2,0,acc
1,3,3,4,1,1,unacc
1,3,3,4,1,2,unacc
1,3,3,4,1,0,acc
1,3,3,4,0,1,unacc
1,3,3,4,0,2,acc
1,3,3,4,0,0,acc
1,3,3,more,2,1,unacc
1,3,3,more,2,2,unacc
1,3,3,more,2,0,acc
1,3,3,more,1,1,unacc
1,3,3,more,1,2,acc
1,3,3,more,1,0,acc
1,3,3,more,0,1,unacc
1,3,3,more,0,2,acc
1,3,3,more,0,0,acc
1,3,4,2,2,1,unacc
1,3,4,2,2,2,unacc
1,3,4,2,2,0,unacc
1,3,4,2,1,1,unacc
1,3,4,2,1,2,unacc
1,3,4,2,1,0,unacc
1,3,4,2,0,1,unacc
1,3,4,2,0,2,unacc
1,3,4,2,0,0,unacc
1,3,4,4,2,1,unacc
1,3,4,4,2,2,unacc
1,3,4,4,2,0,acc
1,3,4,4,1,1,unacc
1,3,4,4,1,2,acc
1,3,4,4,1,0,acc
1,3,4,4,0,1,unacc
1,3,4,4,0,2,acc
1,3,4,4,0,0,acc
1,3,4,more,2,1,unacc
1,3,4,more,2,2,unacc
1,3,4,more,2,0,acc
1,3,4,more,1,1,unacc
1,3,4,more,1,2,acc
1,3,4,more,1,0,acc
1,3,4,more,0,1,unacc
1,3,4,more,0,2,acc
1,3,4,more,0,0,acc
1,3,5more,2,2,1,unacc
1,3,5more,2,2,2,unacc
1,3,5more,2,2,0,unacc
1,3,5more,2,1,1,unacc
1,3,5more,2,1,2,unacc
1,3,5more,2,1,0,unacc
1,3,5more,2,0,1,unacc
1,3,5more,2,0,2,unacc
1,3,5more,2,0,0,unacc
1,3,5more,4,2,1,unacc
1,3,5more,4,2,2,unacc
1,3,5more,4,2,0,acc
1,3,5more,4,1,1,unacc
1,3,5more,4,1,2,acc
1,3,5more,4,1,0,acc
1,3,5more,4,0,1,unacc
1,3,5more,4,0,2,acc
1,3,5more,4,0,0,acc
1,3,5more,more,2,1,unacc
1,3,5more,more,2,2,unacc
1,3,5more,more,2,0,acc
1,3,5more,more,1,1,unacc
1,3,5more,more,1,2,acc
1,3,5more,more,1,0,acc
1,3,5more,more,0,1,unacc
1,3,5more,more,0,2,acc
1,3,5more,more,0,0,acc
1,0,2,2,2,1,unacc
1,0,2,2,2,2,unacc
1,0,2,2,2,0,unacc
1,0,2,2,1,1,unacc
1,0,2,2,1,2,unacc
1,0,2,2,1,0,unacc
1,0,2,2,0,1,unacc
1,0,2,2,0,2,unacc
1,0,2,2,0,0,unacc
1,0,2,4,2,1,unacc
1,0,2,4,2,2,acc
1,0,2,4,2,0,acc
1,0,2,4,1,1,unacc
1,0,2,4,1,2,acc
1,0,2,4,1,0,acc
1,0,2,4,0,1,unacc
1,0,2,4,0,2,acc
1,0,2,4,0,0,vgood
1,0,2,more,2,1,unacc
1,0,2,more,2,2,unacc
1,0,2,more,2,0,unacc
1,0,2,more,1,1,unacc
1,0,2,more,1,2,acc
1,0,2,more,1,0,acc
1,0,2,more,0,1,unacc
1,0,2,more,0,2,acc
1,0,2,more,0,0,vgood
1,0,3,2,2,1,unacc
1,0,3,2,2,2,unacc
1,0,3,2,2,0,unacc
1,0,3,2,1,1,unacc
1,0,3,2,1,2,unacc
1,0,3,2,1,0,unacc
1,0,3,2,0,1,unacc
1,0,3,2,0,2,unacc
1,0,3,2,0,0,unacc
1,0,3,4,2,1,unacc
1,0,3,4,2,2,acc
1,0,3,4,2,0,acc
1,0,3,4,1,1,unacc
1,0,3,4,1,2,acc
1,0,3,4,1,0,acc
1,0,3,4,0,1,unacc
1,0,3,4,0,2,acc
1,0,3,4,0,0,vgood
1,0,3,more,2,1,unacc
1,0,3,more,2,2,acc
1,0,3,more,2,0,acc
1,0,3,more,1,1,unacc
1,0,3,more,1,2,acc
1,0,3,more,1,0,vgood
1,0,3,more,0,1,unacc
1,0,3,more,0,2,acc
1,0,3,more,0,0,vgood
1,0,4,2,2,1,unacc
1,0,4,2,2,2,unacc
1,0,4,2,2,0,unacc
1,0,4,2,1,1,unacc
1,0,4,2,1,2,unacc
1,0,4,2,1,0,unacc
1,0,4,2,0,1,unacc
1,0,4,2,0,2,unacc
1,0,4,2,0,0,unacc
1,0,4,4,2,1,unacc
1,0,4,4,2,2,acc
1,0,4,4,2,0,acc
1,0,4,4,1,1,unacc
1,0,4,4,1,2,acc
1,0,4,4,1,0,vgood
1,0,4,4,0,1,unacc
1,0,4,4,0,2,acc
1,0,4,4,0,0,vgood
1,0,4,more,2,1,unacc
1,0,4,more,2,2,acc
1,0,4,more,2,0,acc
1,0,4,more,1,1,unacc
1,0,4,more,1,2,acc
1,0,4,more,1,0,vgood
1,0,4,more,0,1,unacc
1,0,4,more,0,2,acc
1,0,4,more,0,0,vgood
1,0,5more,2,2,1,unacc
1,0,5more,2,2,2,unacc
1,0,5more,2,2,0,unacc
1,0,5more,2,1,1,unacc
1,0,5more,2,1,2,unacc
1,0,5more,2,1,0,unacc
1,0,5more,2,0,1,unacc
1,0,5more,2,0,2,unacc
1,0,5more,2,0,0,unacc
1,0,5more,4,2,1,unacc
1,0,5more,4,2,2,acc
1,0,5more,4,2,0,acc
1,0,5more,4,1,1,unacc
1,0,5more,4,1,2,acc
1,0,5more,4,1,0,vgood
1,0,5more,4,0,1,unacc
1,0,5more,4,0,2,acc
1,0,5more,4,0,0,vgood
1,0,5more,more,2,1,unacc
1,0,5more,more,2,2,acc
1,0,5more,more,2,0,acc
1,0,5more,more,1,1,unacc
1,0,5more,more,1,2,acc
1,0,5more,more,1,0,vgood
1,0,5more,more,0,1,unacc
1,0,5more,more,0,2,acc
1,0,5more,more,0,0,vgood
1,2,2,2,2,1,unacc
1,2,2,2,2,2,unacc
1,2,2,2,2,0,unacc
1,2,2,2,1,1,unacc
1,2,2,2,1,2,unacc
1,2,2,2,1,0,unacc
1,2,2,2,0,1,unacc
1,2,2,2,0,2,unacc
1,2,2,2,0,0,unacc
1,2,2,4,2,1,unacc
1,2,2,4,2,2,acc
1,2,2,4,2,0,good
1,2,2,4,1,1,unacc
1,2,2,4,1,2,acc
1,2,2,4,1,0,good
1,2,2,4,0,1,unacc
1,2,2,4,0,2,good
1,2,2,4,0,0,vgood
1,2,2,more,2,1,unacc
1,2,2,more,2,2,unacc
1,2,2,more,2,0,unacc
1,2,2,more,1,1,unacc
1,2,2,more,1,2,acc
1,2,2,more,1,0,good
1,2,2,more,0,1,unacc
1,2,2,more,0,2,good
1,2,2,more,0,0,vgood
1,2,3,2,2,1,unacc
1,2,3,2,2,2,unacc
1,2,3,2,2,0,unacc
1,2,3,2,1,1,unacc
1,2,3,2,1,2,unacc
1,2,3,2,1,0,unacc
1,2,3,2,0,1,unacc
1,2,3,2,0,2,unacc
1,2,3,2,0,0,unacc
1,2,3,4,2,1,unacc
1,2,3,4,2,2,acc
1,2,3,4,2,0,good
1,2,3,4,1,1,unacc
1,2,3,4,1,2,acc
1,2,3,4,1,0,good
1,2,3,4,0,1,unacc
1,2,3,4,0,2,good
1,2,3,4,0,0,vgood
1,2,3,more,2,1,unacc
1,2,3,more,2,2,acc
1,2,3,more,2,0,good
1,2,3,more,1,1,unacc
1,2,3,more,1,2,good
1,2,3,more,1,0,vgood
1,2,3,more,0,1,unacc
1,2,3,more,0,2,good
1,2,3,more,0,0,vgood
1,2,4,2,2,1,unacc
1,2,4,2,2,2,unacc
1,2,4,2,2,0,unacc
1,2,4,2,1,1,unacc
1,2,4,2,1,2,unacc
1,2,4,2,1,0,unacc
1,2,4,2,0,1,unacc
1,2,4,2,0,2,unacc
1,2,4,2,0,0,unacc
1,2,4,4,2,1,unacc
1,2,4,4,2,2,acc
1,2,4,4,2,0,good
1,2,4,4,1,1,unacc
1,2,4,4,1,2,good
1,2,4,4,1,0,vgood
1,2,4,4,0,1,unacc
1,2,4,4,0,2,good
1,2,4,4,0,0,vgood
1,2,4,more,2,1,unacc
1,2,4,more,2,2,acc
1,2,4,more,2,0,good
1,2,4,more,1,1,unacc
1,2,4,more,1,2,good
1,2,4,more,1,0,vgood
1,2,4,more,0,1,unacc
1,2,4,more,0,2,good
1,2,4,more,0,0,vgood
1,2,5more,2,2,1,unacc
1,2,5more,2,2,2,unacc
1,2,5more,2,2,0,unacc
1,2,5more,2,1,1,unacc
1,2,5more,2,1,2,unacc
1,2,5more,2,1,0,unacc
1,2,5more,2,0,1,unacc
1,2,5more,2,0,2,unacc
1,2,5more,2,0,0,unacc
1,2,5more,4,2,1,unacc
1,2,5more,4,2,2,acc
1,2,5more,4,2,0,good
1,2,5more,4,1,1,unacc
1,2,5more,4,1,2,good
1,2,5more,4,1,0,vgood
1,2,5more,4,0,1,unacc
1,2,5more,4,0,2,good
1,2,5more,4,0,0,vgood
1,2,5more,more,2,1,unacc
1,2,5more,more,2,2,acc
1,2,5more,more,2,0,good
1,2,5more,more,1,1,unacc
1,2,5more,more,1,2,good
1,2,5more,more,1,0,vgood
1,2,5more,more,0,1,unacc
1,2,5more,more,0,2,good
1,2,5more,more,0,0,vgood
1,1,2,2,2,1,unacc
1,1,2,2,2,2,unacc
1,1,2,2,2,0,unacc
1,1,2,2,1,1,unacc
1,1,2,2,1,2,unacc
1,1,2,2,1,0,unacc
1,1,2,2,0,1,unacc
1,1,2,2,0,2,unacc
1,1,2,2,0,0,unacc
1,1,2,4,2,1,unacc
1,1,2,4,2,2,acc
1,1,2,4,2,0,good
1,1,2,4,1,1,unacc
1,1,2,4,1,2,acc
1,1,2,4,1,0,good
1,1,2,4,0,1,unacc
1,1,2,4,0,2,good
1,1,2,4,0,0,vgood
1,1,2,more,2,1,unacc
1,1,2,more,2,2,unacc
1,1,2,more,2,0,unacc
1,1,2,more,1,1,unacc
1,1,2,more,1,2,acc
1,1,2,more,1,0,good
1,1,2,more,0,1,unacc
1,1,2,more,0,2,good
1,1,2,more,0,0,vgood
1,1,3,2,2,1,unacc
1,1,3,2,2,2,unacc
1,1,3,2,2,0,unacc
1,1,3,2,1,1,unacc
1,1,3,2,1,2,unacc
1,1,3,2,1,0,unacc
1,1,3,2,0,1,unacc
1,1,3,2,0,2,unacc
1,1,3,2,0,0,unacc
1,1,3,4,2,1,unacc
1,1,3,4,2,2,acc
1,1,3,4,2,0,good
1,1,3,4,1,1,unacc
1,1,3,4,1,2,acc
1,1,3,4,1,0,good
1,1,3,4,0,1,unacc
1,1,3,4,0,2,good
1,1,3,4,0,0,vgood
1,1,3,more,2,1,unacc
1,1,3,more,2,2,acc
1,1,3,more,2,0,good
1,1,3,more,1,1,unacc
1,1,3,more,1,2,good
1,1,3,more,1,0,vgood
1,1,3,more,0,1,unacc
1,1,3,more,0,2,good
1,1,3,more,0,0,vgood
1,1,4,2,2,1,unacc
1,1,4,2,2,2,unacc
1,1,4,2,2,0,unacc
1,1,4,2,1,1,unacc
1,1,4,2,1,2,unacc
1,1,4,2,1,0,unacc
1,1,4,2,0,1,unacc
1,1,4,2,0,2,unacc
1,1,4,2,0,0,unacc
1,1,4,4,2,1,unacc
1,1,4,4,2,2,acc
1,1,4,4,2,0,good
1,1,4,4,1,1,unacc
1,1,4,4,1,2,good
1,1,4,4,1,0,vgood
1,1,4,4,0,1,unacc
1,1,4,4,0,2,good
1,1,4,4,0,0,vgood
1,1,4,more,2,1,unacc
1,1,4,more,2,2,acc
1,1,4,more,2,0,good
1,1,4,more,1,1,unacc
1,1,4,more,1,2,good
1,1,4,more,1,0,vgood
1,1,4,more,0,1,unacc
1,1,4,more,0,2,good
1,1,4,more,0,0,vgood
1,1,5more,2,2,1,unacc
1,1,5more,2,2,2,unacc
1,1,5more,2,2,0,unacc
1,1,5more,2,1,1,unacc
1,1,5more,2,1,2,unacc
1,1,5more,2,1,0,unacc
1,1,5more,2,0,1,unacc
1,1,5more,2,0,2,unacc
1,1,5more,2,0,0,unacc
1,1,5more,4,2,1,unacc
1,1,5more,4,2,2,acc
1,1,5more,4,2,0,good
1,1,5more,4,1,1,unacc
1,1,5more,4,1,2,good
1,1,5more,4,1,0,vgood
1,1,5more,4,0,1,unacc
1,1,5more,4,0,2,good
1,1,5more,4,0,0,vgood
1,1,5more,more,2,1,unacc
1,1,5more,more,2,2,acc
1,1,5more,more,2,0,good
1,1,5more,more,1,1,unacc
1,1,5more,more,1,2,good
1,1,5more,more,1,0,vgood
1,1,5more,more,0,1,unacc
1,1,5more,more,0,2,good
1,1,5more,more,0,0,vgood
3,3,2,2,2,1,unacc
